1719802262867,POST,1664,201
1719802262864,POST,1667,201
1719802262857,POST,1674,201
1719802262869,POST,1662,201
1719802262851,POST,1680,201
1719802262825,POST,1708,201
1719802262799,POST,1734,201
1719802262886,POST,1648,201
1719802262828,POST,1706,201
1719802262880,POST,1655,201
1719802262799,POST,1736,201
1719802262839,POST,1696,201
1719802262821,POST,1714,201
1719802262821,POST,1714,201
1719802262853,POST,1682,201
1719802262823,POST,1712,201
1719802262868,POST,1667,201
1719802262866,POST,1669,201
1719802262822,POST,1713,201
1719802262828,POST,1705,201
1719802262796,POST,1737,201
1719802262850,POST,1686,201
1719802262828,POST,1708,201
1719802262856,POST,1680,201
1719802262850,POST,1686,201
1719802262890,POST,1651,201
1719802262900,POST,1642,201
1719802262852,POST,1690,201
1719802262855,POST,1687,201
1719802262864,POST,1678,201
1719802262842,POST,1700,201
1719802262848,POST,1694,201
1719802262801,POST,1741,201
1719802262897,POST,1645,201
1719802262865,POST,1678,201
1719802262900,POST,1643,201
1719802262889,POST,1654,201
1719802262796,POST,1747,201
1719802262807,POST,1736,201
1719802262797,POST,1746,201
1719802262814,POST,1729,201
1719802262874,POST,1669,201
1719802262836,POST,1707,201
1719802262844,POST,1699,201
1719802262859,POST,1684,201
1719802262843,POST,1701,201
1719802262898,POST,1646,201
1719802262840,POST,1704,201
1719802262860,POST,1691,201
1719802262802,POST,1749,201
1719802262828,POST,1723,201
1719802262877,POST,1674,201
1719802262837,POST,1714,201
1719802262858,POST,1693,201
1719802262828,POST,1723,201
1719802262839,POST,1712,201
1719802262851,POST,1700,201
1719802262829,POST,1723,201
1719802262800,POST,1752,201
1719802262884,POST,1671,201
1719802262839,POST,1716,201
1719802262860,POST,1696,201
1719802262807,POST,1754,201
1719802262836,POST,1726,201
1719802262796,POST,1766,201
1719802264553,POST,313,201
1719802264542,POST,362,201
1719802264554,POST,352,201
1719802264553,POST,363,201
1719802264535,POST,385,201
1719802264555,POST,365,201
1719802264536,POST,384,201
1719802264542,POST,380,201
1719802264541,POST,382,201
1719802264543,POST,382,201
1719802264535,POST,391,201
1719802264544,POST,383,201
1719802264535,POST,408,201
1719802264536,POST,407,201
1719802264555,POST,388,201
1719802264536,POST,407,201
1719802264904,POST,40,201
1719802264533,POST,411,201
1719802264542,POST,402,201
1719802264535,POST,410,201
1719802264553,POST,392,201
1719802264542,POST,404,201
1719802264534,POST,412,201
1719802264553,POST,394,201
1719802264536,POST,430,201
1719802264564,POST,402,201
1719802264553,POST,413,201
1719802264543,POST,425,201
1719802264535,POST,434,201
1719802264534,POST,435,201
1719802264543,POST,426,201
1719802264920,POST,55,201
1719802264535,POST,441,201
1719802264542,POST,436,201
1719802264923,POST,61,201
1719802264535,POST,457,201
1719802264943,POST,56,201
1719802264947,POST,52,201
1719802264926,POST,73,201
1719802264920,POST,79,201
1719802264943,POST,58,201
1719802264943,POST,58,201
1719802264946,POST,58,201
1719802264946,POST,58,201
1719802264969,POST,35,201
1719802264944,POST,64,201
1719802264969,POST,57,201
1719802264978,POST,48,201
1719802264999,POST,42,201
1719802265001,POST,51,201
1719802265004,POST,48,201
1719802264992,POST,60,201
1719802264999,POST,53,201
1719802265026,POST,35,201
1719802265026,POST,39,201
1719802264966,POST,103,201
1719802265004,POST,78,201
1719802265052,POST,38,201
1719802265052,POST,38,201
1719802265061,POST,31,201
1719802265069,POST,38,201
1719802265090,POST,43,201
1719802265090,POST,46,201
